alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1713727449.874,elite,2913.2998950827,1711185135.2116,"AS25513 PJSC Moscow city telephone network",ASN-MGTS-USPD,Moscow,Europe,EU,Russia,RU,,false,"PJSC Moscow city telephone network",55.7483,37.6171,false,"PJSC Moscow city telephone network",false,Moscow,success,Europe/Moscow,125310,1713612144,1713727449.874,3629,socks4,socks4://195.9.146.246:3629,true,1299.9410629272,1399,20006,6.5358561083859,195.9.146.246
true,1713727449.8453,elite,2076.0811351317,1705337522.6314,"AS45090 Shenzhen Tencent Computer Systems Company Limited",TENCENT-NET-AP,Beijing,Asia,AS,China,CN,,false,"Tencent Cloud Computing (Beijing) Co. Ltd.",30.9523,117.8164,true,"Tencent Cloud Computing (Beijing) Co. Ltd.",true,Beijing,success,Asia/Shanghai,AS45090,1713170500,1713727449.8453,5678,socks4,socks4://1.15.62.12:5678,true,2685.6310367584,12926,20913,38.198528325305,1.15.62.12
true,1712688867.9019,elite,2414.7742664817,1696987058.1483,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1713559322,1713727449.8404,15294,socks5,socks5://184.178.172.28:15294,true,2966.0181999207,68199,25429,72.840389627035,184.178.172.28
true,1713633231.1469,elite,3879.7504677606,1710807941.6953,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713228152,1713727448.3472,11697,socks5,socks5://45.81.232.17:11697,true,22.839546203613,9579,28745,24.994781338065,45.81.232.17
true,1713727445.9878,transparent,5725.9530844343,1710540139.8773,"AS27717 Corporacion Digitel C.A.","Corporacion Digitel C.A.","El Tigre","South America",SA,Venezuela,VE,,false,"Corporacion Digitel C.A",8.8871,-64.248,false,"Iaim Maiquetia",true,Anzoátegui,success,America/Caracas,,1713127403,1713727445.9878,999,http,http://190.121.239.195:999,false,3176.5351295471,4181,39088,9.6628070905267,190.121.239.195
true,1713727445.7259,elite,1302.4470785069,1711233484.0155,"AS18049 Taiwan Infrastructure Network Technologie",TINP-TW,Taipei,Asia,AS,Taiwan,TW,,false,TINP,25.0504,121.5324,false,"Digital United Inc.",true,"Taipei City",success,Asia/Taipei,,1713653481,1713727445.7259,8197,http,http://123.205.24.244:8197,false,987.86330223083,8156,24413,25.042218060119,123.205.24.244
true,1713727445.6614,elite,4422.8006104628,1713355829.6872,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713361777,1713727445.6614,58855,socks4,socks4://173.212.209.49:58855,true,6413.8855934143,97,258,27.323943661972,173.212.209.49
true,1713727444.9449,elite,4060.0291135803,1710585800.6144,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,"San Jose","North America",NA,"United States",US,,false,"Kaopu Cloud HK Limited",37.3382,-121.886,false,LightNode-US,true,California,success,America/Los_Angeles,95141,1713611859,1713727444.9449,8060,socks4,socks4://38.54.101.254:8060,true,3452.171087265,746,26926,2.6958658571842,38.54.101.254
true,1713727443.2424,transparent,6217.8410833378,1710586331.4402,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Florencia,"South America",SA,Colombia,CO,,false,"TV AZTECA SUCURSAL COLOMBIA",10.1293,-74.241,false,"Colombiatel Telecomunicaciones",false,"Magdalena Department",success,America/Bogota,475001,1713137964,1713727443.2424,8080,http,http://152.231.25.58:8080,false,6245.0110912323,4224,38978,9.7773251238369,152.231.25.58
true,1713727442.8618,elite,4007.4385796053,1712242007.1067,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Guangzhou,Asia,AS,China,CN,,false,Chinanet,23.1181,113.2539,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,,1713456157,1713727442.8618,4145,socks4,socks4://121.33.160.26:4145,true,5165.7166481018,1078,5275,16.968361404061,121.33.160.26
true,1713727442.5808,elite,3220.224604693,1710728115.8504,"AS10753 Level 3 Parent, LLC",LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE,Golden,"North America",NA,"United States",US,,false,"Level 3 Communications, Inc.",39.8232,-105.2825,false,"Mountain Broadband",false,Colorado,success,America/Denver,80403,1713360086,1713727442.5808,39593,socks4,socks4://165.140.185.161:39593,true,674.85189437866,939,15844,5.5949472680689,165.140.185.161
true,1713505758.1011,elite,4105.1817801015,1708393184.4599,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713557854,1713727441.9948,59421,socks5,socks5://45.81.232.17:59421,true,21.966695785522,13589,38718,25.979314432103,45.81.232.17
true,1713727441.0391,elite,29.719114303589,1713687043.654,"AS28186 ITS TELECOMUNICACOES LTDA","ITS TELECOMUNICACOES LTDA",Salvador,"South America",SA,Brazil,BR,,false,"ITS TELECOMUNICACOES LTDA",-12.8671,-38.4807,false,"ITS TELECOMUNICACOES LTDA",false,Bahia,success,America/Bahia,40000,1713727483,1713727441.0391,8080,socks5,socks5://187.44.188.210:8080,true,29.719114303589,1,102,0.97087378640777,187.44.188.210
true,1713727440.0226,elite,7798.5730901841,1713265642.8408,"AS135951 Webico Company Limited",WEBICO-AS-VN,"Binh Tan District",Asia,AS,Vietnam,VN,,false,"Webico Company Limited",10.8017,106.646,false,"Vietnam Internet Network Information Center",true,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,,1713265647,1713727440.0226,53209,socks5,socks5://103.130.218.135:53209,true,5779.2167663574,62,371,14.31870669746,103.130.218.135
true,1713599739.7063,elite,1577.8562042249,1696968127.6355,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Springdale,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.1738,-94.0466,false,"Cox Communications",true,Arkansas,success,America/Chicago,72764,1713559154,1713727439.9496,57728,socks4,socks4://70.166.167.38:57728,true,2814.7330284119,75247,3099,96.044469404947,70.166.167.38
true,1713727439.4715,elite,5015.9693615777,1713628180.9369,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6917,3.20157,false,"OVH ISP",true,Hauts-de-France,success,Europe/Paris,59100,1713628296,1713727439.4715,26257,socks4,socks4://213.251.185.168:26257,true,2282.8876972198,28,76,26.923076923077,213.251.185.168
true,1713395919.3874,elite,1750.9838633418,1696967872.3695,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Phoenix,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4484,-112.074,false,"Cox Communications Inc.",true,Arizona,success,America/Phoenix,85001,1713564112,1713727439.4516,64935,socks4,socks4://72.206.181.105:64935,true,2783.3805084229,75333,3008,96.160375793007,72.206.181.105
true,1713727438.8074,elite,5124.630762736,1713564481.0353,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713564496,1713727438.8074,24438,socks4,socks4://213.136.78.200:24438,true,4866.8613433838,75,100,42.857142857143,213.136.78.200
true,1712851073.5332,elite,1112.9904358933,1696986897.2505,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.749,-84.388,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1713558033,1713727438.0062,15864,socks4,socks4://192.252.214.20:15864,true,699.05257225037,72449,5181,93.326033749839,192.252.214.20
true,1713727437.9387,elite,1889.0294442846,1707951318.2425,"AS207713 GLOBAL INTERNET SOLUTIONS LLC",GIR-AS,"Al Fujairah City",Asia,AS,"United Arab Emirates",AE,,false,"Global Internet Solutions LLC",25.1164,56.3414,true,"Global Internet Solutions LLC",true,Fujairah,success,Asia/Dubai,,1713561695,1713727437.9387,58386,socks5,socks5://5.44.42.115:58386,true,1016.437292099,20674,33216,38.363332714789,5.44.42.115
true,1713727436.3843,elite,3742.8153338191,1710596385.631,"AS17995 PT iForte Global Internet",SOLUSINET-AS-ID,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,"PT iForte Global Internet",-6.1967,106.822,false,,false,Jakarta,success,Asia/Jakarta,,1713638177,1713727436.3843,1080,socks4,socks4://124.158.153.33:1080,true,4611.5038394928,3004,25115,10.683167964721,124.158.153.33
true,1713727436.3829,elite,7213.1298102921,1713056616.0892,"AS132839 POWER LINE DATACENTER",POWERLINE-AS-AP,Guangzhou,Asia,AS,China,CN,,true,"CloudRadium L.L.C",23.1291,113.264,false,"Leyi Networks",false,Guangdong,success,Asia/Shanghai,510240,1713662202,1713727436.3829,41698,http,http://192.151.255.0:41698,false,10779.872894287,139,607,18.632707774799,192.151.255.0
true,1713677931.3845,elite,2685.28465171,1712327363.1713,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713538067,1713727435.7652,54248,socks4,socks4://45.81.232.17:54248,true,20.858287811279,1688,3570,32.103461392164,45.81.232.17
true,1713727435.3319,elite,4870.2017099429,1713395219.3418,"AS21499 Host Europe GmbH",GODADDY-SXB,Strasbourg,Europe,EU,France,FR,,false,"Host Europe GmbH",48.5855,7.7418,false,"GCN SXB1",true,"Grand Est",success,Europe/Paris,67000,1713398186,1713727435.3319,35153,socks5,socks5://92.205.110.118:35153,true,7882.0750713348,156,269,36.705882352941,92.205.110.118
true,1713727434.5623,elite,2694.2644671625,1697348561.0519,"AS2588 SIA ""BITE Latvija""",LATNET-AS,Riga,Europe,EU,Latvia,LV,"Ziemeļu rajons",false,"SIA ""BITE Latvija""",56.9891,24.1195,false,"SIA Latnet",false,Rīga,success,Europe/Riga,LV-1005,1713561746,1713727434.5623,5678,socks4,socks4://159.148.146.65:5678,true,7396.9035148621,8556,27518,23.717913178466,159.148.146.65
true,1713656275.8805,elite,1131.601758462,1696978624.5901,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Total Server Solutions L.L.C.",34.0625,-118.384,false,"Zerolag Communications, Inc",true,California,success,America/Los_Angeles,90211,1713558150,1713727434.5061,4145,socks5,socks5://68.71.254.6:4145,true,928.21431159973,87026,6837,92.715979672501,68.71.254.6
true,1713711175.6726,elite,3818.5953167049,1711485153.9237,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713304337,1713727434.0646,38968,socks5,socks5://45.81.232.17:38968,true,21.86131477356,6195,18432,25.155317334633,45.81.232.17
true,1713727433.606,transparent,6938.8889402979,1710579568.1128,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,"Telekomunikasi Indonesia",-6.18104,106.826,false,Temporary,false,Jakarta,success,Asia/Jakarta,,1713127254,1713727433.606,8080,http,http://36.92.162.218:8080,false,976.90010070801,3493,40091,8.0144089574156,36.92.162.218
true,1713727433.455,elite,6466.9456353554,1710561842.3926,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co., Ltd.",39.911,116.395,false,"Aliyun Computing Co.",true,Beijing,success,Asia/Shanghai,,1713711777,1713727433.455,1234,socks5,socks5://8.130.39.117:1234,true,4482.902765274,130,15503,0.8315742339922,8.130.39.117
true,1713727432.0609,elite,3544.0583137523,1710604107.4548,"AS27699 TELEFÔNICA BRASIL S.A","TELEFÔNICA BRASIL S.A","São Paulo","South America",SA,Brazil,BR,,false,Vivo,-23.6283,-46.6409,false,"TELEF�NICA BRASIL S.A",false,"São Paulo",success,America/Sao_Paulo,01000,1713632943,1713727432.0609,3629,socks4,socks4://179.111.216.102:3629,true,1061.0070228577,4063,26743,13.188989157956,179.111.216.102
true,1713711104.2048,elite,3666.3553902287,1708390345.1675,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713560424,1713727432.0178,48085,socks4,socks4://45.81.232.17:48085,true,20.954370498657,9359,30892,23.251596233634,45.81.232.17
true,1713727430.713,elite,7788.7163527105,1697018932.7657,"AS51013 WebSupport s.r.o.",WEBSUPPORT-SRO-SK-AS,Bratislava,Europe,EU,Slovakia,SK,"Karlova Ves",true,Websupport,48.1553,17.0735,false,"Websupport s.r.o.",true,"Bratislava Region",success,Europe/Bratislava,"841 04",1713564787,1713727430.713,41075,socks5,socks5://37.9.171.155:41075,true,5610.4097366333,9247,82807,10.045190866231,37.9.171.155
true,1713691490.3232,elite,2700.7307766416,1697032231.9881,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1091,-84.6082,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45238,1713561540,1713727430.3198,31034,socks4,socks4://72.49.49.11:31034,true,2058.7360858917,72907,4052,94.734858820931,72.49.49.11
true,1713727429.3494,elite,9324.9731063843,1713666743.1682,"AS395111 KVCHOSTING.COM LLC",KVCNET-2009,Tampa,"North America",NA,"United States",US,Downtown,true,"Ace Data Centers",27.9499,-82.4584,false,"Ipxo LLC",false,Florida,success,America/New_York,33606,1713666872,1713727429.3494,56136,socks4,socks4://166.0.234.83:56136,true,8402.755022049,4,34,10.526315789474,166.0.234.83
true,1713726904.4551,elite,7409.7467314504,1711767956.3994,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1713586754,1713727428.0353,43456,socks5,socks5://50.63.12.33:43456,true,4850.7933616638,2994,15282,16.382140512147,50.63.12.33
true,1713727406.7847,elite,5238.6082959536,1710543067.0409,"AS133719 IDIGITALCAMP WEB SERVICES",IDIGITAL-AS,Nashik,Asia,AS,India,IN,"Chetana nagar",false,"Idigitalcamp Web Services",19.9629,73.7679,false,"Idigitalcamp Web Services",true,Maharashtra,success,Asia/Kolkata,422001,1713126217,1713727427.7119,80,http,http://103.174.102.127:80,false,1391.610622406,8402,34453,19.605646949014,103.174.102.127
true,1713727427.6812,elite,3186.7262777891,1710543477.341,"AS8193 ""Uzbektelekom"" Joint Stock Company",BRM-AS,Gurlan,Asia,AS,Uzbekistan,UZ,,false,"""Uzbektelekom"" Joint Stock Company",41.8365,60.3922,false,"Uztelecom Static",false,"Xorazm Region",success,Asia/Samarkand,,1713348570,1713727427.6812,8080,http,http://213.230.107.235:8080,false,2276.4427661896,1353,14372,8.60413354531,213.230.107.235
true,1713727427.6554,elite,6895.7252100954,1697179197.3009,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",true,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1713561271,1713727427.6554,56225,socks5,socks5://104.238.111.107:56225,true,3377.2788047791,13493,78604,14.650857248336,104.238.111.107
true,1713726566.9238,elite,4634.9573528476,1709755037.1738,"AS16276 OVH SAS",OVH,Rainham,Europe,EU,"United Kingdom",GB,,true,"OVH SAS",51.5177,0.194831,false,"OVH Ltd",true,England,success,Europe/London,RM13,1713560525,1713727427.3898,60775,socks5,socks5://51.89.173.40:60775,true,5855.9515476227,14632,31259,31.884247455928,51.89.173.40
true,1713727426.214,elite,8030.9108763577,1711953832.3049,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Ashburn,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",39.0469,-77.4903,false,"GoDaddy.com, LLC",true,Virginia,success,America/New_York,20149,1713164026,1713727426.214,18218,socks5,socks5://198.12.253.1:18218,true,1478.7578582764,3095,11975,20.537491705375,198.12.253.1
true,1713727425.2456,transparent,6378.2951065691,1710579471.334,"AS59173 Iqtera Communication Pvt Ltd",IQTERA-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Iqtera Communication Pvt Ltd",17.3724,78.4378,false,"Iqtera Communication Pvt Ltd",false,Telangana,success,Asia/Kolkata,500002,1713131633,1713727425.2456,83,http,http://103.41.88.33:83,false,4352.2439002991,2724,40647,6.2806944732655,103.41.88.33
true,1713096554.4005,elite,270.16793530953,1710544791.1823,"AS204997 FIRST SERVER LIMITED",FIRSTBYTE-AS,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,125310,1713727095,1713727424.1758,4444,http,http://45.144.65.20:4444,false,317.98791885376,41715,3361,92.543703966634,45.144.65.20
true,1713727423.7289,elite,4511.578396747,1713506546.7391,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1713515851,1713727423.7289,8089,http,http://180.124.213.53:8089,false,2027.6300907135,19,171,10,180.124.213.53
true,1713718711.915,elite,6460.893165889,1710673041.7081,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhangjiakou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Hebei Province Network",40.7687,114.886,false,"Beijing HuaXiaGuangWang Network Co. Ltd",true,Hebei,success,Asia/Shanghai,075000,1713271170,1713727423.1932,10001,socks5,socks5://117.74.65.207:10001,true,6458.8153362274,204,3566,5.4111405835544,117.74.65.207
true,1713727423.1886,elite,4684.7604477991,1710188668.0421,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"DigitalOcean, LLC",50.1169,8.6837,false,"DigitalOcean, LLC",true,Hesse,success,Europe/Berlin,60341,1713561463,1713727423.1886,52395,socks5,socks5://164.92.237.188:52395,true,10817.769050598,9997,35246,22.096235881794,164.92.237.188
true,1713726915.6092,elite,5483.4948204182,1713665948.1898,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Provo,"North America",NA,"United States",US,"East Bay",true,"Network Solutions, LLC",40.2069,-111.642,false,"Unified Layer",false,Utah,success,America/Denver,84606,1713665961,1713727422.7686,32524,socks4,socks4://162.241.73.195:32524,true,1561.5658760071,27,39,40.909090909091,162.241.73.195
true,1713727420.2636,elite,4273.3217564222,1710532362.4919,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,"San Jose","North America",NA,"United States",US,,false,"Kaopu Cloud HK Limited",37.3382,-121.886,false,LightNode-US,true,California,success,America/Los_Angeles,95141,1713561117,1713727420.2636,443,socks4,socks4://38.54.101.254:443,true,3306.4484596252,869,29276,2.8827334549677,38.54.101.254
true,1713640199.26,elite,3765.5835784391,1710168234.8556,"AS44486 Oliver Horscht is trading as ""SYNLINQ""",SYNLINQ,Markdorf,Europe,EU,Germany,DE,,false,"Gericke KG",47.7272,9.39433,false,,true,Baden-Wurttemberg,success,Europe/Berlin,88677,1713560171,1713727419.114,34447,socks4,socks4://45.81.232.17:34447,true,21.085023880005,8666,25820,25.12903787044,45.81.232.17
true,1713727418.0033,elite,5268.9393961831,1710913718.3566,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713336382,1713727418.0033,58397,socks5,socks5://144.91.66.30:58397,true,3882.7176094055,7540,28473,20.936883903035,144.91.66.30
true,1713638276.3104,elite,2375.5018438771,1696986972.2172,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1713557957,1713727417.9027,4145,socks5,socks5://184.178.172.14:4145,true,2980.1785945892,68144,25504,72.766102853238,184.178.172.14
true,1712698400.6617,elite,1987.6715637954,1696983860.3329,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4213,-87.2169,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1713557870,1713727417.386,4145,socks4,socks4://184.181.217.210:4145,true,1823.5003948212,64740,12997,83.280805793895,184.181.217.210
true,1713727417.1326,elite,4561.7961883545,1713693918.0036,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1713727423,1713727417.1326,16207,socks5,socks5://207.180.222.186:16207,true,4561.7961883545,1,82,1.2048192771084,207.180.222.186
true,1713727416.3998,elite,1570.1740652907,1712347782.6201,"AS141771 China Telecom",CHINANET-HEBEI-ZHANGJIAKOU-MAN,Zhoutou,Asia,AS,China,CN,,false,"China Telecom",37.8957,114.904,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1713654677,1713727416.3998,8089,http,http://111.225.152.213:8089,false,996.50764465332,204,3309,5.8070025619129,111.225.152.213
true,1713727416.2243,transparent,5194.9573323821,1712319519.9773,"AS47169 MVM NET Zrt.",HPC-MVM-AS,Siófok,Europe,EU,Hungary,HU,,false,"MVM NET Zrt.",46.8982,18.0573,false,"Techno-Tel Kft",true,"Somogy County",success,Europe/Budapest,8600,1713532952,1713727416.2243,8080,http,http://91.209.114.179:8080,false,7244.3192005157,1168,5559,17.362866062138,91.209.114.179
true,1713727415.3334,elite,5890.4281640195,1712393951.7134,"AS398108 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Warrenton,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",38.6877,-77.8369,false,,true,Virginia,success,America/New_York,20186,1713607045,1713727415.3334,20872,socks5,socks5://92.204.134.38:20872,true,1044.4307327271,1173,4600,20.318725099602,92.204.134.38
true,1713727414.5672,elite,5472.4291052702,1710576629.0575,"AS204997 FIRST SERVER LIMITED",FIRSTBYTE-AS,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,125310,1713133795,1713727414.5672,8080,http,http://185.204.0.94:8080,false,5583.012342453,3616,39604,8.3664969921333,185.204.0.94
true,1713727414.3192,elite,6904.0284164084,1697044029.5223,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",true,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1713562146,1713727414.3192,30026,socks5,socks5://104.238.111.107:30026,true,4425.1973628998,13749,78648,14.880353258223,104.238.111.107
true,1713727414.2352,elite,3551.3952351533,1713422406.294,"AS16276 OVH SAS",OVH,"Limburg an der Lahn",Europe,EU,Germany,DE,,true,"OVH SAS",50.3878,8.07286,false,"OVH GmbH",true,Hesse,success,Europe/Berlin,65549,1713422409,1713727414.2352,56772,socks5,socks5://51.75.71.110:56772,true,6337.5034332275,104,276,27.368421052632,51.75.71.110
true,1712579598.0616,elite,287.91141978886,1710543422.6543,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,125310,1713727414,1713727412.9093,4444,http,http://45.95.203.149:4444,false,274.94597434998,41748,3493,92.279127340244,45.95.203.149
true,1713727412.0099,elite,7710.8259891209,1713449004.5425,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"DigitalOcean, LLC",1.28967,103.85,false,"DigitalOcean, LLC",true,"Central Singapore",success,Asia/Singapore,,1713452147,1713727412.0099,64699,socks4,socks4://146.190.84.209:64699,true,6127.0339488983,76,205,27.046263345196,146.190.84.209
true,1713725994.4902,elite,4921.3089020021,1713666568.533,"AS398108 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Warrenton,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",38.6877,-77.8369,false,,true,Virginia,success,America/New_York,20186,1713666569,1713727411.9841,8329,socks4,socks4://92.204.134.38:8329,true,2303.2550811768,31,34,47.692307692308,92.204.134.38
true,1713365803.3698,elite,2296.0042387623,1696970514.4004,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1713558642,1713727411.1927,15311,socks4,socks4://184.178.172.13:15311,true,2795.3145503998,60026,13198,81.975854910958,184.178.172.13
true,1713727411.0466,elite,5353.7216668572,1712673811.529,"AS16276 OVH SAS",OVH,Gravelines,Europe,EU,France,FR,,true,"OVH SAS",50.9959,2.11757,false,OVH,true,Hauts-de-France,success,Europe/Paris,59820,1713281098,1713727411.0466,59609,socks5,socks5://141.95.160.178:59609,true,5807.0611953735,183,904,16.835326586937,141.95.160.178
true,1713727410.4492,transparent,6249.2611037296,1710552596.2361,"AS266840 CMP WILL TELECOMUNICACIONES SPA","CMP WILL TELECOMUNICACIONES SPA","El Carmen","South America",SA,Chile,CL,,false,"CMP WILL TELECOMUNICACIONES SPA",-36.2895,-72.0385,false,,false,"Region del Biobio",success,America/Santiago,,1713173548,1713727410.4492,999,http,http://45.239.30.1:999,false,7660.2647304535,1639,19070,7.9144333381622,45.239.30.1
true,1713727407.9696,elite,4118.5153952816,1710848218.4585,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1713406250,1713727407.9696,8089,http,http://114.231.45.87:8089,false,9299.8323440552,57,1075,5.0353356890459,114.231.45.87
true,1713425721.1097,elite,282.82482219623,1710544408.5595,"AS204997 FIRST SERVER LIMITED",FIRSTBYTE-AS,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,125310,1713726589,1713727407.2747,4444,http,http://45.144.65.14:4444,false,306.09440803528,41730,3318,92.63452317528,45.144.65.14
